Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
YouTube,#Viral,Reel,UK,605016,73596,29486,22879,High
Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258,Low
YouTube,#Challenge,Live Stream,Australia,2300705,446587,11396,12186,Medium
Twitter,#Dance,Video,Germany,4408711,139162,18328,10579,Medium
TikTok,#Comedy,Shorts,UK,2477355,23223,33471,36225,High
TikTok,#Music,Live Stream,USA,4096582,238913,3420,3568,Low
YouTube,#Dance,Shorts,Japan,4565439,476755,54497,22930,Low
Twitter,#Fashion,Shorts,Germany,1732712,285823,25043,11214,High
Instagram,#Music,Video,Japan,1701847,238397,68324,48745,Low
YouTube,#Tech,Video,USA,2814866,139885,84439,16571,High
TikTok,#Comedy,Tweet,UK,2686688,125458,61845,23713,Medium
Twitter,#Gaming,Video,UK,2008812,332179,99793,24661,High
YouTube,#Music,Live Stream,India,850783,352600,91742,39257,Medium
Twitter,#Fitness,Post,India,4859286,76757,34856,6594,Medium
Twitter,#Tech,Live Stream,Japan,2208731,195436,5790,30276,Low
YouTube,#Fashion,Live Stream,Canada,3095698,281026,51194,24140,High
TikTok,#Challenge,Tweet,India,3286984,1798,28963,13208,Medium
TikTok,#Dance,Post,USA,2733478,3680,33180,30497,Medium
Instagram,#Tech,Post,USA,4362872,32587,30482,33951,Medium
Twitter,#Comedy,Video,Australia,3240506,232341,34519,4817,High
Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,High
TikTok,#Gaming,Post,Canada,4946196,461146,10852,17039,Medium
Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671,High
Twitter,#Education,Live Stream,Brazil,3182419,121908,83869,6234,Medium
TikTok,#Tech,Live Stream,Canada,4102194,444079,97665,1596,Low
Instagram,#Music,Shorts,UK,363718,418876,29054,29280,Low
TikTok,#Tech,Reel,USA,1319472,32148,99138,25453,Medium
TikTok,#Tech,Shorts,Germany,525914,279869,61693,25627,High
YouTube,#Gaming,Video,India,563236,178212,62933,8833,Medium
YouTube,#Gaming,Post,India,1245756,352809,22951,43886,Low
Twitter,#Comedy,Live Stream,Japan,3943854,347679,53248,44137,Medium
Instagram,#Dance,Post,India,2146139,401975,20858,4445,High
Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,High
Twitter,#Viral,Live Stream,Australia,144637,176986,25746,41035,Low
TikTok,#Education,Live Stream,Germany,3441323,55352,47464,41887,Low
TikTok,#Tech,Tweet,UK,4582065,146904,82138,15494,Low
YouTube,#Challenge,Reel,India,2578640,495952,58968,33480,Low
YouTube,#Fitness,Live Stream,Japan,1526385,275820,95119,19416,Medium
YouTube,#Music,Tweet,Brazil,4796425,175643,16858,15832,High
Twitter,#Challenge,Shorts,Brazil,1942922,324782,96016,4903,Low
Twitter,#Education,Live Stream,USA,2440898,97022,53393,23879,High
YouTube,#Dance,Shorts,Canada,2902169,40168,30404,37118,Low
Instagram,#Fitness,Shorts,Australia,456751,454496,1522,13256,Low
Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774,High
YouTube,#Fashion,Reel,India,543029,255089,39969,49268,High
TikTok,#Tech,Reel,USA,4712590,44050,5528,2830,High
YouTube,#Education,Post,Australia,1948457,307603,61207,21856,Low
YouTube,#Comedy,Video,USA,4175263,496838,46286,34236,High
YouTube,#Dance,Shorts,Japan,505897,69692,70459,38026,High
Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,Low
YouTube,#Comedy,Live Stream,Japan,214707,32747,4622,33723,High
Twitter,#Fitness,Post,India,4161514,359846,61977,23808,Low
TikTok,#Fitness,Video,Japan,768809,305597,53014,10251,Medium
Twitter,#Tech,Video,Germany,346243,213568,32066,21596,Medium
YouTube,#Music,Shorts,Japan,4836757,120548,53748,41875,Low
YouTube,#Fashion,Shorts,UK,2808352,305676,67194,12665,Medium
Twitter,#Music,Reel,Brazil,4234852,441763,94039,29781,Low
YouTube,#Fitness,Shorts,USA,4127405,239815,25258,35670,Medium
Twitter,#Gaming,Video,Canada,1216902,215326,38685,19354,Medium
YouTube,#Education,Post,India,1770791,26696,32378,46190,High
Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,Low
Twitter,#Fashion,Tweet,USA,2026275,482032,30952,49065,High
YouTube,#Music,Reel,Japan,3097544,379276,56939,29025,Low
YouTube,#Challenge,Video,Germany,2422829,415554,78181,4782,Medium
YouTube,#Viral,Shorts,Australia,438427,126928,58094,43338,Medium
TikTok,#Dance,Post,Germany,3605374,497611,39201,48381,High
TikTok,#Fitness,Reel,Brazil,914192,361829,86970,47559,Low
Instagram,#Dance,Post,India,361268,1264,42106,23444,High
YouTube,#Dance,Tweet,USA,2198773,238287,14975,3626,High
Instagram,#Fitness,Tweet,Australia,2491489,57916,10858,37910,Low
Twitter,#Music,Reel,India,3285708,265284,24271,48485,Low
Twitter,#Dance,Video,Germany,2259868,391879,39814,13064,High
YouTube,#Fashion,Reel,Australia,4450867,288044,68728,4668,High
Instagram,#Comedy,Tweet,Canada,13578,485916,39122,29109,High
Instagram,#Education,Tweet,Germany,1879192,424410,46366,12399,Low
Instagram,#Fitness,Video,Germany,3263236,473992,14768,33422,Medium
YouTube,#Tech,Post,Australia,3187431,213853,79215,5229,High
TikTok,#Gaming,Shorts,USA,602303,120883,23532,39303,Medium
YouTube,#Tech,Shorts,USA,4478244,281987,64590,9007,Low
Twitter,#Education,Live Stream,Japan,4452133,482377,62652,30779,Low
Instagram,#Challenge,Reel,India,378801,462818,74567,16848,High
Twitter,#Tech,Live Stream,Canada,3066410,323731,1254,15271,Low
Twitter,#Education,Live Stream,India,4863626,161724,81649,48891,Low
TikTok,#Comedy,Video,Japan,979723,43080,98064,14316,Medium
TikTok,#Dance,Tweet,UK,3305011,32506,56465,32043,Low
YouTube,#Challenge,Shorts,Brazil,4856083,6461,96437,22112,Medium
TikTok,#Comedy,Live Stream,Australia,3512498,38120,22702,22430,Low
YouTube,#Dance,Video,Brazil,1807869,213478,90965,43355,High
TikTok,#Challenge,Shorts,India,427399,347981,86598,26949,Medium
YouTube,#Tech,Reel,Brazil,4398694,322036,76714,7781,High
Instagram,#Fashion,Video,India,935217,284958,36811,25488,Medium
YouTube,#Tech,Live Stream,Canada,116354,82270,22120,17583,Low
YouTube,#Music,Tweet,Japan,551999,299852,90557,24071,Low
TikTok,#Dance,Tweet,Brazil,197493,472658,7031,32332,Low
YouTube,#Dance,Video,Canada,2737428,46704,73226,34532,Low
Instagram,#Dance,Reel,UK,4356395,367535,89909,10900,Medium
TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504,High
Instagram,#Dance,Video,USA,2561366,461768,60001,21753,High
YouTube,#Comedy,Live Stream,Canada,1756972,248744,42345,6998,Low
Twitter,#Comedy,Tweet,Australia,4840021,49033,50170,13175,High
Instagram,#Tech,Post,UK,3346455,381718,62877,20046,Medium
Instagram,#Gaming,Reel,India,1067477,59345,84587,49878,High
YouTube,#Challenge,Video,UK,2877495,216913,25906,12302,High
TikTok,#Fitness,Video,Brazil,1792756,491389,73253,31069,Medium
Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283,High
TikTok,#Music,Reel,Canada,2791639,353316,80680,19829,High
TikTok,#Challenge,Live Stream,Brazil,4196347,307582,92983,25130,Low
YouTube,#Challenge,Reel,Canada,2038756,93268,63855,4422,Low
YouTube,#Dance,Post,Germany,4032655,267123,41713,12391,Low
Twitter,#Fitness,Shorts,UK,4485980,113834,44375,49799,High
Twitter,#Comedy,Tweet,USA,4394517,300804,64405,11918,High
Instagram,#Viral,Reel,India,4422263,135404,43976,34379,Low
TikTok,#Comedy,Tweet,Brazil,4144620,102895,41927,16690,Medium
YouTube,#Challenge,Post,Brazil,3193985,413403,86209,32528,Low
Instagram,#Viral,Tweet,USA,1650594,298194,1467,32021,Medium
TikTok,#Music,Video,USA,1095673,389017,39161,13192,High
YouTube,#Gaming,Post,Canada,1476003,453792,99466,29613,High
Twitter,#Fashion,Post,Brazil,1237934,315336,29121,26947,Low
TikTok,#Dance,Live Stream,India,2259900,145744,42773,5579,Medium
Instagram,#Viral,Post,India,3661779,399252,71009,10389,Medium
TikTok,#Fashion,Reel,Japan,3090316,352162,93570,19097,High
TikTok,#Tech,Post,India,1154006,343894,69313,27094,High
TikTok,#Dance,Live Stream,Japan,2583561,340140,14516,40878,Medium
Twitter,#Tech,Live Stream,USA,2638135,259465,26123,9244,Medium
Instagram,#Education,Tweet,USA,310249,436907,80187,41517,Medium
YouTube,#Fitness,Live Stream,Canada,4483252,371769,59628,14299,Medium
TikTok,#Education,Video,Brazil,2008379,378635,47524,7321,Low
Instagram,#Viral,Video,Japan,3417577,118797,11271,1040,Medium
TikTok,#Gaming,Shorts,USA,3958536,127248,80732,29365,Low
YouTube,#Fashion,Shorts,USA,544588,266292,32491,20402,High
Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100,Low
Twitter,#Tech,Live Stream,Canada,2193675,334418,12614,24974,Medium
Twitter,#Fitness,Live Stream,Australia,1779047,64478,18103,7857,Low
TikTok,#Viral,Live Stream,UK,4465594,207163,71548,1980,High
Twitter,#Fitness,Reel,Australia,2938655,483237,98936,21895,Low
Twitter,#Fitness,Reel,Australia,2121336,330030,12817,21347,High
Twitter,#Tech,Shorts,India,4426725,158336,67298,41529,Low
YouTube,#Education,Live Stream,India,3001319,440022,76480,23204,High
Twitter,#Music,Post,Germany,1623564,183308,11709,6813,Low
YouTube,#Fitness,Shorts,Canada,98794,141964,2748,1357,Medium
Instagram,#Viral,Live Stream,Canada,897780,31613,86715,31460,Low
Twitter,#Viral,Tweet,UK,1470152,10721,9486,8235,High
Twitter,#Viral,Video,Brazil,3958044,313560,9096,9926,High
Instagram,#Music,Video,Brazil,4327143,390643,65125,484,Low
Instagram,#Dance,Live Stream,Japan,2488071,331114,29029,8542,High
Twitter,#Dance,Reel,UK,147450,381039,15546,16920,High
TikTok,#Challenge,Shorts,Brazil,653382,203055,29290,21516,Low
Twitter,#Fitness,Shorts,Germany,2445074,339219,42119,49060,High
TikTok,#Fitness,Live Stream,Japan,3761056,2630,62256,44327,High
TikTok,#Music,Tweet,USA,4023508,424443,60005,29638,Medium
Twitter,#Fitness,Shorts,Australia,1393642,7098,15097,1221,Low
TikTok,#Viral,Shorts,India,935563,150323,29577,19651,High
Instagram,#Comedy,Live Stream,Japan,4546474,429394,68164,14640,Low
Instagram,#Tech,Post,Japan,4498429,435775,48777,14555,Low
Twitter,#Fashion,Live Stream,Brazil,380026,214887,36187,17636,High
TikTok,#Tech,Video,Brazil,3545322,276967,4261,27752,Low
TikTok,#Comedy,Reel,Brazil,4228221,421606,4145,12960,Medium
YouTube,#Music,Live Stream,Canada,2421039,255993,48735,38037,Medium
Instagram,#Challenge,Tweet,India,3278174,102658,57093,39631,Low
Instagram,#Dance,Live Stream,UK,783572,139704,19042,38146,Medium
TikTok,#Gaming,Shorts,Japan,305543,409163,48642,44973,High
Twitter,#Fitness,Shorts,India,328897,147381,42373,23817,Medium
Twitter,#Challenge,Shorts,Canada,4876711,213421,13563,48777,Low
Twitter,#Viral,Tweet,USA,1003601,488570,58252,33282,High
TikTok,#Education,Shorts,UK,4854055,197367,55292,48663,Low
YouTube,#Fashion,Reel,USA,4413548,101503,91427,35256,High
TikTok,#Music,Video,Germany,3019969,170993,43023,31600,Low
Instagram,#Music,Shorts,UK,1087231,106848,43977,28368,Low
TikTok,#Fashion,Shorts,Canada,3901334,463445,48617,36800,Low
TikTok,#Education,Live Stream,Japan,851907,359024,69682,12915,Medium
Twitter,#Comedy,Shorts,Canada,83320,149819,3019,10228,Low
YouTube,#Fashion,Video,UK,854031,148948,73678,39332,Low
Instagram,#Dance,Video,Brazil,1293217,213794,46740,33829,Medium
Twitter,#Education,Shorts,USA,1071793,82545,28397,25073,Low
Instagram,#Viral,Shorts,India,1575723,253050,16141,35096,High
TikTok,#Fitness,Shorts,Australia,4487202,309686,91035,42034,Low
YouTube,#Dance,Video,Canada,398843,185311,90723,1420,Low
TikTok,#Tech,Live Stream,Canada,239750,232397,49163,20748,High
Instagram,#Gaming,Tweet,Australia,1027434,150441,58194,45827,Low
Twitter,#Dance,Post,USA,4602131,356619,50928,18081,Low
TikTok,#Comedy,Post,Canada,620949,146546,84429,28169,Low
Instagram,#Fitness,Tweet,Brazil,852004,355651,82868,32850,Low
YouTube,#Viral,Live Stream,India,4278442,428476,2568,28273,High
Twitter,#Education,Tweet,India,3848380,301810,6280,29762,Medium
TikTok,#Education,Post,Canada,2574505,125322,94933,48545,Low
YouTube,#Gaming,Shorts,Japan,3283134,41122,8713,37710,Medium
YouTube,#Challenge,Post,Japan,746909,45821,7638,15981,Low
Instagram,#Fitness,Live Stream,Australia,1925512,445030,93050,27310,Low
YouTube,#Dance,Reel,Germany,1705635,340776,13504,41680,High
Instagram,#Gaming,Tweet,Australia,3931634,154021,17016,30829,High
Twitter,#Dance,Video,Germany,3447523,43962,51838,30252,Low
TikTok,#Fashion,Video,Canada,2783501,63860,82509,16462,High
TikTok,#Gaming,Tweet,Germany,4497476,329836,14346,34972,Low
Twitter,#Dance,Shorts,Germany,3984173,161617,68404,26669,Low
Twitter,#Education,Video,Japan,3140471,443708,64826,22130,High
TikTok,#Gaming,Shorts,Brazil,2933626,87518,50945,18643,Low
Instagram,#Fashion,Live Stream,USA,1361580,169568,875,22352,Medium
Twitter,#Comedy,Live Stream,Canada,4190571,271397,44550,19615,High
YouTube,#Fitness,Live Stream,Germany,3856845,195911,46850,13291,Low
TikTok,#Gaming,Live Stream,Canada,233459,290078,20796,13785,Low
TikTok,#Education,Live Stream,Japan,3961797,253439,67692,7836,Medium
Instagram,#Gaming,Live Stream,India,4926269,264064,91827,1032,High
Instagram,#Dance,Tweet,Japan,3691701,448223,32943,40561,Low
Twitter,#Music,Video,USA,2970930,131718,60239,32883,Low
Instagram,#Fitness,Video,Canada,3247449,388272,6238,25311,Medium
Twitter,#Dance,Live Stream,Germany,3541294,288982,90384,33462,High
Twitter,#Fitness,Post,India,304335,292726,57503,40349,Low
YouTube,#Viral,Reel,UK,4014231,131648,19628,38051,High
YouTube,#Fitness,Live Stream,UK,4067513,313641,41751,34036,High
Twitter,#Challenge,Shorts,Canada,2668074,43458,72133,24287,High
Twitter,#Challenge,Tweet,Germany,4589006,172497,50326,37879,High
Instagram,#Education,Live Stream,Germany,635329,151415,59753,29150,Medium
TikTok,#Fitness,Video,Australia,36859,235389,7241,15711,Medium
YouTube,#Fitness,Reel,Japan,1747564,183228,4734,33207,Medium
TikTok,#Music,Video,Australia,28280,67072,13299,23411,Medium
YouTube,#Dance,Post,Australia,566681,324840,68424,1453,Medium
TikTok,#Music,Tweet,Japan,919348,34013,38438,18076,Low
TikTok,#Education,Shorts,Japan,4461875,81049,47612,7747,High
TikTok,#Fashion,Post,India,249167,103790,7499,15286,High
Instagram,#Fitness,Reel,Germany,782140,39109,45106,34619,Medium
YouTube,#Gaming,Live Stream,Germany,7810,277197,12486,422,Low
TikTok,#Viral,Video,Canada,3490701,123912,8189,45049,Low
Instagram,#Fitness,Tweet,Canada,1701218,219365,32346,9017,Medium
TikTok,#Music,Post,UK,664216,474624,86948,42845,Medium
Twitter,#Education,Shorts,Canada,2699566,112069,76606,25802,Low
YouTube,#Fitness,Post,UK,468433,104947,95399,32253,High
YouTube,#Challenge,Shorts,Japan,2243196,90911,32317,38941,Low
TikTok,#Music,Reel,Brazil,50353,338919,5571,36018,Medium
TikTok,#Gaming,Post,Australia,2829163,17805,57264,24917,Low
YouTube,#Challenge,Reel,Japan,1471005,425853,71495,7053,High
YouTube,#Viral,Reel,UK,2443556,441822,99479,5885,Medium
YouTube,#Music,Video,Brazil,1973792,467441,30230,13710,Medium
YouTube,#Fitness,Video,USA,4478176,393579,14318,9635,High
TikTok,#Fitness,Reel,Brazil,3856234,410366,55392,8229,Low
Twitter,#Comedy,Reel,India,4491907,492953,25891,28083,High
YouTube,#Dance,Live Stream,Brazil,4082125,165615,21803,19119,Medium
YouTube,#Dance,Post,Germany,4895487,174541,44267,7342,High
TikTok,#Viral,Reel,USA,1773094,293495,85955,19535,Low
YouTube,#Fashion,Reel,USA,4798416,63981,7160,25445,Medium
Instagram,#Comedy,Video,Germany,4642714,29147,73143,24735,Low
YouTube,#Fashion,Shorts,Germany,4414650,498878,2231,356,High
Twitter,#Viral,Live Stream,Germany,2135331,187868,62579,45556,High
YouTube,#Fashion,Reel,Japan,1447626,289168,47520,15645,Low
TikTok,#Fitness,Live Stream,Japan,4725553,83787,37879,49935,High
Instagram,#Education,Video,UK,419463,183965,12276,24832,High
YouTube,#Education,Shorts,Germany,1066075,13285,75433,25566,Low
Instagram,#Fitness,Reel,India,1825709,104030,69496,17900,High
TikTok,#Gaming,Reel,Japan,4115760,324790,37978,36114,Medium
YouTube,#Music,Reel,Brazil,3685844,223830,55996,25133,Low
TikTok,#Education,Live Stream,Germany,4359955,213360,39553,32002,Low
Instagram,#Challenge,Post,Canada,712323,159720,86640,24901,High
YouTube,#Tech,Reel,India,2932639,87828,55827,27573,Medium
Instagram,#Tech,Video,Canada,2481313,163409,29625,20363,Medium
Instagram,#Fitness,Tweet,Australia,4447344,202595,89767,16312,Medium
TikTok,#Music,Reel,USA,4317598,276382,58474,10871,Low
TikTok,#Gaming,Live Stream,USA,291464,3431,54119,12110,Low
Instagram,#Education,Tweet,Canada,3031467,389739,73465,30244,Medium
YouTube,#Fitness,Reel,India,3693552,249768,16084,5323,Medium
Twitter,#Music,Post,Canada,2726954,166440,92571,7667,Medium
YouTube,#Comedy,Post,India,2725186,453828,56158,21964,High
Instagram,#Challenge,Reel,Germany,886426,77304,13067,5337,Low
Instagram,#Tech,Reel,Germany,4821524,61393,87511,45741,Low
YouTube,#Music,Reel,UK,3738116,115957,28372,25689,Low
TikTok,#Tech,Post,Australia,4594690,34250,79276,10244,High
Twitter,#Gaming,Tweet,USA,890622,28385,91934,40148,Medium
Twitter,#Fitness,Post,Canada,1129787,317233,81454,20816,Low
YouTube,#Gaming,Shorts,Germany,4730234,137638,45719,35610,High
YouTube,#Gaming,Tweet,India,2224355,277794,58198,36236,High
YouTube,#Challenge,Tweet,USA,1055813,486108,68766,13023,Medium
Instagram,#Fashion,Tweet,India,3084526,328466,50665,1143,Low
YouTube,#Tech,Post,Canada,3049194,272894,5311,41670,High
Instagram,#Fitness,Video,Japan,1976436,196516,93950,14802,High
TikTok,#Gaming,Shorts,India,2897766,200954,87327,8808,Medium
Twitter,#Challenge,Video,India,154645,16361,52378,49516,High
YouTube,#Gaming,Tweet,Brazil,4703630,321802,23792,367,Low
TikTok,#Fitness,Post,Japan,1823643,250776,13446,24572,Medium
Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320,High
Instagram,#Viral,Reel,Japan,2896284,298030,9484,38997,High
TikTok,#Music,Video,UK,3317729,116194,2028,7496,High
Instagram,#Fitness,Live Stream,Japan,4487563,464720,58373,32131,Low
Twitter,#Comedy,Post,Brazil,2329784,261145,22025,8805,High
TikTok,#Viral,Video,Japan,3059064,460974,21878,36819,Medium
YouTube,#Music,Video,Canada,3033270,51007,21168,7800,Medium
YouTube,#Fashion,Reel,India,82665,62403,34856,42188,Low
Twitter,#Dance,Post,USA,867101,79921,53160,12692,Medium
Instagram,#Music,Post,Germany,196186,418310,29119,33093,High
TikTok,#Comedy,Video,USA,3318543,8969,75591,42308,Low
YouTube,#Comedy,Post,USA,2245167,373576,11950,17147,Low
Instagram,#Dance,Live Stream,Germany,498614,77138,95772,32235,Low
TikTok,#Challenge,Shorts,Canada,847940,380765,39970,29031,High
Twitter,#Viral,Video,Canada,1614171,402810,51138,42356,Medium
Instagram,#Fashion,Video,Germany,4680679,293744,29872,10322,Low
TikTok,#Music,Reel,UK,3771142,228803,45574,47221,Medium
YouTube,#Tech,Video,Brazil,3354640,123496,73616,39633,Low
YouTube,#Fitness,Live Stream,Australia,818282,458526,74074,3589,Low
Instagram,#Music,Video,India,4309403,216401,26305,39385,Low
Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971,Medium
Instagram,#Fashion,Tweet,Australia,1520447,20790,87638,21215,Medium
TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111,Low
TikTok,#Tech,Reel,Japan,4738286,411605,87411,40613,Medium
Twitter,#Tech,Reel,UK,3740619,239084,56082,20155,High
Twitter,#Comedy,Live Stream,USA,947096,449377,99953,19082,Low
Instagram,#Gaming,Live Stream,Germany,1815108,311741,16886,34948,Medium
Instagram,#Music,Video,Japan,2808130,115962,9701,43849,Medium
YouTube,#Challenge,Shorts,Japan,903431,290789,94929,34805,Medium
Twitter,#Fitness,Live Stream,India,3338024,257886,33840,16547,Low
TikTok,#Comedy,Reel,UK,939687,196880,64509,3021,Low
Twitter,#Fashion,Tweet,Canada,1737194,499309,81979,29974,Low
YouTube,#Tech,Live Stream,Australia,387184,220530,48240,40769,Medium
Instagram,#Dance,Tweet,UK,3192456,38469,3444,1286,Medium
YouTube,#Comedy,Live Stream,Brazil,2023845,166290,32114,12609,High
YouTube,#Education,Tweet,UK,1174209,49685,36336,21636,High
TikTok,#Music,Tweet,Germany,4603856,171523,44524,46309,Low
TikTok,#Comedy,Live Stream,UK,838530,238746,87605,1193,Medium
TikTok,#Gaming,Tweet,UK,3616888,159221,64720,28693,Low
TikTok,#Dance,Live Stream,Japan,746217,153509,56520,48786,Medium
